SNo,ObservationDate,Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered
222,1/28/2020,Guangdong,Mainland China,1/28/2020 23:00,207,0,4
223,1/28/2020,Zhejiang,Mainland China,1/28/2020 23:00,173,0,3
224,1/28/2020,Henan,Mainland China,1/28/2020 23:00,168,1,0
225,1/28/2020,Hunan,Mainland China,1/28/2020 23:00,143,0,0
226,1/28/2020,Chongqing,Mainland China,1/28/2020 23:00,132,0,0
227,1/28/2020,Jiangxi,Mainland China,1/28/2020 23:00,109,0,3
228,1/28/2020,Anhui,Mainland China,1/28/2020 23:00,106,0,0
229,1/28/2020,Shandong,Mainland China,1/28/2020 23:00,95,0,0
230,1/28/2020,Beijing,Mainland China,1/28/2020 23:00,91,1,4
231,1/28/2020,Sichuan,Mainland China,1/28/2020 23:00,90,0,0
232,1/28/2020,Fujian,Mainland China,1/28/2020 23:00,80,0,0
233,1/28/2020,Jiangsu,Mainland China,1/28/2020 23:00,70,0,1
234,1/28/2020,Shanghai,Mainland China,1/28/2020 23:00,66,1,4
235,1/28/2020,Guangxi,Mainland China,1/28/2020 23:00,51,0,2
236,1/28/2020,Shaanxi,Mainland China,1/28/2020 23:00,46,0,0
237,1/28/2020,Yunnan,Mainland China,1/28/2020 23:00,44,0,0
238,1/28/2020,Hainan,Mainland China,1/28/2020 23:00,40,1,0
239,1/28/2020,Liaoning,Mainland China,1/28/2020 23:00,34,0,0
240,1/28/2020,Hebei,Mainland China,1/28/2020 23:00,33,1,0
241,1/28/2020,Heilongjiang,Mainland China,1/28/2020 23:00,33,1,0
242,1/28/2020,Shanxi,Mainland China,1/28/2020 23:00,27,0,0
243,1/28/2020,Tianjin,Mainland China,1/28/2020 23:00,24,0,0
244,1/28/2020,Gansu,Mainland China,1/28/2020 23:00,19,0,0
245,1/28/2020,Inner Mongolia,Mainland China,1/28/2020 23:00,15,0,0
246,1/28/2020,Ningxia,Mainland China,1/28/2020 23:00,11,0,0
247,1/28/2020,Xinjiang,Mainland China,1/28/2020 23:00,10,0,0
248,1/28/2020,Guizhou,Mainland China,1/28/2020 23:00,9,0,0
249,1/28/2020,Jilin,Mainland China,1/28/2020 23:00,8,0,0
250,1/28/2020,Taiwan,Taiwan,1/28/2020 23:00,8,0,0
251,1/28/2020,Hong Kong,Hong Kong,1/28/2020 23:00,8,0,0
252,1/28/2020,Macau,Macau,1/28/2020 23:00,7,0,0
253,1/28/2020,Qinghai,Mainland China,1/28/2020 23:00,6,0,0
254,1/28/2020,Washington,US,1/28/2020 23:00,1,0,0
255,1/28/2020,Illinois,US,1/28/2020 23:00,1,0,0
256,1/28/2020,California,US,1/28/2020 23:00,2,0,0
257,1/28/2020,Arizona,US,1/28/2020 23:00,1,0,0
258,1/28/2020,New South Wales,Australia,1/28/2020 23:00,4,0,0
259,1/28/2020,Victoria,Australia,1/28/2020 23:00,1,0,0
260,1/28/2020,Bavaria,Germany,1/28/2020 23:00,4,0,0
261,1/29/2020,Hubei,Mainland China,1/29/2020 19:30,3554,125,88
262,1/29/2020,Zhejiang,Mainland China,1/29/2020 19:30,296,0,3
263,1/29/2020,Guangdong,Mainland China,1/29/2020 19:30,277,0,5
264,1/29/2020,Hunan,Mainland China,1/29/2020 19:30,221,0,0
265,1/29/2020,Henan,Mainland China,1/29/2020 19:30,206,2,1
266,1/29/2020,Anhui,Mainland China,1/29/2020 19:30,152,0,2
267,1/29/2020,Chongqing,Mainland China,1/29/2020 19:30,147,0,1
268,1/29/2020,Shandong,Mainland China,1/29/2020 19:30,130,0,1
269,1/29/2020,Beijing,Mainland China,1/29/2020 19:30,111,1,4
270,1/29/2020,Jiangxi,Mainland China,1/29/2020 19:30,109,0,3
271,1/29/2020,Sichuan,Mainland China,1/29/2020 19:30,108,1,1
272,1/29/2020,Jiangsu,Mainland China,1/29/2020 19:30,99,0,1
273,1/29/2020,Shanghai,Mainland China,1/29/2020 19:30,96,1,5
274,1/29/2020,Fujian,Mainland China,1/29/2020 19:30,84,0,0
275,1/29/2020,Guangxi,Mainland China,1/29/2020 19:30,58,0,2
276,1/29/2020,Shaanxi,Mainland China,1/29/2020 19:30,56,0,0
277,1/29/2020,Yunnan,Mainland China,1/29/2020 19:30,55,0,0
278,1/29/2020,Hebei,Mainland China,1/29/2020 19:30,48,1,0
279,1/29/2020,Hainan,Mainland China,1/29/2020 19:30,43,1,0
280,1/29/2020,Liaoning,Mainland China,1/29/2020 19:30,39,0,1
281,1/29/2020,Heilongjiang,Mainland China,1/29/2020 19:30,38,1,0
282,1/29/2020,Tianjin,Mainland China,1/29/2020 19:30,27,0,0
283,1/29/2020,Shanxi,Mainland China,1/29/2020 19:30,27,0,1
284,1/29/2020,Gansu,Mainland China,1/29/2020 19:30,24,0,0
285,1/29/2020,Inner Mongolia,Mainland China,1/29/2020 19:30,16,0,0
286,1/29/2020,Xinjiang,Mainland China,1/29/2020 19:30,13,0,0
287,1/29/2020,Ningxia,Mainland China,1/29/2020 19:30,12,0,0
288,1/29/2020,Hong Kong,Hong Kong,1/29/2020 19:30,10,0,0
289,1/29/2020,Guizhou,Mainland China,1/29/2020 19:30,9,0,1
290,1/29/2020,Jilin,Mainland China,1/29/2020 19:30,9,0,0
291,1/29/2020,Taiwan,Taiwan,1/29/2020 19:30,8,0,0
292,1/29/2020,Macau,Macau,1/29/2020 19:30,7,0,0
293,1/29/2020,Qinghai,Mainland China,1/29/2020 19:30,6,0,0
294,1/29/2020,Washington,US,1/29/2020 19:30,1,0,0
295,1/29/2020,Illinois,US,1/29/2020 19:30,1,0,0
296,1/29/2020,California,US,1/29/2020 19:30,2,0,0
297,1/29/2020,Arizona,US,1/29/2020 19:30,1,0,0
298,1/30/2020,Hubei,Mainland China,1/30/2020 16:00,4903,162,90
299,1/30/2020,Zhejiang,Mainland China,1/30/2020 16:00,428,0,4
300,1/30/2020,Guangdong,Mainland China,1/30/2020 16:00,354,0,10
301,1/30/2020,Henan,Mainland China,1/30/2020 16:00,278,2,2
302,1/30/2020,Hunan,Mainland China,1/30/2020 16:00,277,0,2
303,1/30/2020,Anhui,Mainland China,1/30/2020 16:00,200,0,2
304,1/30/2020,Chongqing,Mainland China,1/30/2020 16:00,182,0,1
305,1/30/2020,Jiangxi,Mainland China,1/30/2020 16:00,162,0,5
306,1/30/2020,Shandong,Mainland China,1/30/2020 16:00,158,0,1
307,1/30/2020,Sichuan,Mainland China,1/30/2020 16:00,142,1,1
308,1/30/2020,Jiangsu,Mainland China,1/30/2020 16:00,129,0,1
309,1/30/2020,Beijing,Mainland China,1/30/2020 16:00,114,1,4
310,1/30/2020,Shanghai,Mainland China,1/30/2020 16:00,112,1,5
311,1/30/2020,Fujian,Mainland China,1/30/2020 16:00,101,0,0
312,1/30/2020,Guangxi,Mainland China,1/30/2020 16:00,78,0,2
313,1/30/2020,Yunnan,Mainland China,1/30/2020 16:00,70,0,0
314,1/30/2020,Hebei,Mainland China,1/30/2020 16:00,65,1,0
315,1/30/2020,Shaanxi,Mainland China,1/30/2020 16:00,63,0,0
316,1/30/2020,Hainan,Mainland China,1/30/2020 16:00,46,1,1
317,1/30/2020,Heilongjiang,Mainland China,1/30/2020 16:00,44,2,0
318,1/30/2020,Liaoning,Mainland China,1/30/2020 16:00,41,0,1
319,1/30/2020,Shanxi,Mainland China,1/30/2020 16:00,35,0,1
320,1/30/2020,Tianjin,Mainland China,1/30/2020 16:00,31,0,0
321,1/30/2020,Gansu,Mainland China,1/30/2020 16:00,26,0,0
322,1/30/2020,Inner Mongolia,Mainland China,1/30/2020 16:00,19,0,0
323,1/30/2020,Ningxia,Mainland China,1/30/2020 16:00,17,0,0
324,1/30/2020,Jilin,Mainland China,1/30/2020 16:00,14,0,1
325,1/30/2020,Xinjiang,Mainland China,1/30/2020 16:00,14,0,0
326,1/30/2020,Guizhou,Mainland China,1/30/2020 16:00,12,0,1
327,1/30/2020,Hong Kong,Hong Kong,1/30/2020 16:00,10,0,0
328,1/30/2020,Taiwan,Taiwan,1/30/2020 16:00,9,0,0
329,1/30/2020,Qinghai,Mainland China,1/30/2020 16:00,8,0,0
330,1/30/2020,Macau,Macau,1/30/2020 16:00,7,0,0
331,1/30/2020,Tibet,Mainland China,1/30/2020 16:00,1,0,0
332,1/30/2020,Washington,US,1/30/2020 16:00,1,0,0
333,1/30/2020,Illinois,US,1/30/2020 16:00,1,0,0
334,1/30/2020,California,US,1/30/2020 16:00,2,0,0
335,1/30/2020,Arizona,US,1/30/2020 16:00,1,0,0
336,1/30/2020,Ontario,Canada,1/30/2020 16:00,2,0,0
337,1/30/2020,British Columbia,Canada,1/30/2020 16:00,1,0,0
338,1/30/2020,New South Wales,Australia,1/30/2020 16:00,4,0,2
339,1/30/2020,Victoria,Australia,1/30/2020 16:00,2,0,0
340,1/30/2020,Queensland,Australia,1/30/2020 16:00,3,0,0
341,1/30/2020,Bavaria,Germany,1/30/2020 16:00,4,0,0
342,1/31/2020,Hubei,Mainland China,1/31/2020 23:59,5806,204,141
343,1/31/2020,Zhejiang,Mainland China,1/31/2020 23:59,538,0,14
344,1/31/2020,Guangdong,Mainland China,1/31/2020 23:59,436,0,11
345,1/31/2020,Henan,Mainland China,1/31/2020 23:59,352,2,3
346,1/31/2020,Hunan,Mainland China,1/31/2020 23:59,332,0,2
347,1/31/2020,Jiangxi,Mainland China,1/31/2020 23:59,240,0,7
348,1/31/2020,Anhui,Mainland China,1/31/2020 23:59,237,0,3
349,1/31/2020,Chongqing,Mainland China,1/31/2020 23:59,211,0,1
350,1/31/2020,Shandong,Mainland China,1/31/2020 23:59,184,0,2
351,1/31/2020,Sichuan,Mainland China,1/31/2020 23:59,177,1,1
352,1/31/2020,Jiangsu,Mainland China,1/31/2020 23:59,168,0,5
353,1/31/2020,Beijing,Mainland China,1/31/2020 23:59,139,1,5
354,1/31/2020,Shanghai,Mainland China,1/31/2020 23:59,135,1,9
355,1/31/2020,Fujian,Mainland China,1/31/2020 23:59,120,0,0
356,1/31/2020,Guangxi,Mainland China,1/31/2020 23:59,87,0,2
357,1/31/2020,Shaanxi,Mainland China,1/31/2020 23:59,87,0,0
358,1/31/2020,Yunnan,Mainland China,1/31/2020 23:59,83,0,1
359,1/31/2020,Hebei,Mainland China,1/31/2020 23:59,82,1,0
360,1/31/2020,Heilongjiang,Mainland China,1/31/2020 23:59,59,2,0
361,1/31/2020,Hainan,Mainland China,1/31/2020 23:59,52,1,1
362,1/31/2020,Liaoning,Mainland China,1/31/2020 23:59,48,0,1
363,1/31/2020,Shanxi,Mainland China,1/31/2020 23:59,39,0,1
364,1/31/2020,Tianjin,Mainland China,1/31/2020 23:59,32,0,0
365,1/31/2020,Guizhou,Mainland China,1/31/2020 23:59,29,0,2
366,1/31/2020,Gansu,Mainland China,1/31/2020 23:59,29,0,0
367,1/31/2020,Ningxia,Mainland China,1/31/2020 23:59,21,0,0
368,1/31/2020,Inner Mongolia,Mainland China,1/31/2020 23:59,20,0,1
369,1/31/2020,Xinjiang,Mainland China,1/31/2020 23:59,17,0,0
370,1/31/2020,Jilin,Mainland China,1/31/2020 23:59,14,0,1
371,1/31/2020,Hong Kong,Hong Kong,1/31/2020 23:59,12,0,0
